id,odai_photo_file_name,text,is_laugh
uf9actomg,zwj51f4j7v.jpg,何でも完璧に焼き上げるグリルの天才の俺が唯一焦がしてしまった物、それはお前を一目見た時恋に焦がれた事さ。ジューシーラヴ。,1
uklv1hnpl,wch9qiu9yl.jpg,昨日娘にプレゼントしたセーラームーンのスパイラルハートムーンロッドが、スカパーのアンテナを補強する棒として使われてた,1
6ldigskr7,guixolml1i.jpg,映画館が満席だったので原作小説を朗読してデートを盛り上げる,0
ocazzywwn,lg8dqtnnse.jpg,ペンギン村に朝が来たぞーい！,1
hzkxs1zfo,vh8capmmbs.jpg,振り向いた時だけ弱点が晒される中ボス,0
6hy9u8o31,6dbkwdn9l2.jpg,迂回すりゃいいのに「このさきにすすむには ながぐつ がひつようだ！」と出て進めない,1
n9uajhiak,0wkekei5x8.jpg,『山口がいればすぐ出来るんやけどなぁ…。』,1
nnjrvekj8,qibbkork6m.jpg,とりあえずこれくらい課金しとく？,0
hnumx7ful,tcqen6tbak.jpg,どうも！ジョニーデップです！違うか！！,1
ugwf3uyr2,s26umfgaay.jpg,離メンバーme,0
pd9xg7onx,i3wmzhla3q.jpg,∞レンジャー2に出てくる敵役が不安,0
n0ioqqbuo,s5lzlg0p5h.jpg,「物流だよ」,0
n3duu6hff,z1asa7b876.jpg,左の頬を出せとか言うんじゃ無かった天使が見えるもうだめ,0
jgg1b9v8z,gscbqmfask.jpg,試合が始まってもないのにユニフォーム交換を申し出てきた,0
u1uhtnrj5,38bctjy6hb.jpg,目に入れても痛くないほど可愛い孫だが鼻に異物を刺されるのは激痛,0
m6ws01odn,blvgywtxyf.jpg,おっと、ホッペにチューは3たまごボーロ必要だぜ,1
5mpjihtkr,tuw6pxopfu.jpg,朝礼で校長先生のヅラが飛んだ,0
x3ko0bdrm,yjfu5yo06v.jpg,わしを捕まえられたら、ここでの修行を許可しよう,1
dpmngtc1l,9ojv6sstwl.jpg,クイズ番組を見てるとキッチンからドヤ顔で答えを言ってくる,0
v226wuian,fmbuxamgtj.jpg,あー今吹っ飛んだの俺ん家だなー,0
bpgrftr53,b9kv88vc0o.jpg,会議中とっくに限界をむかえて苦しむ俺をあざ笑うかのように俺の出口に近づいたり遠ざかったりを繰り返す極太のウン○,1
u6dw85upi,5gsvcpjv9n.jpg,店が赤字なのにカラオケ機材が壊れて３日目、ボイパでごまかし続けた店長も壊れ始めた。,0
mdjdtiggk,m6466vikbl.jpg,格安の葬儀プランを頼んだら私服の坊主が少しハミングして帰った,1
kzqrg2asb,lrimegn5xc.jpg,気がついたのね。いい？冷静になってよく聞いて。あなたは負けたのよ、フナムシに,1
ge1sovhox,x7ixqfuitw.jpg,あのタライは何ですか？,1
6wpbiaix3,xpkwh0mjcm.jpg,「ちょ、食おうとした時に引っ込めるって・・・、って　ホラまたやるぅ～」,1
kjovuieee,i9phwnlvmr.jpg,自分の合格番号がなくてショックのあまり発表後３日間立ち尽くす,1
gav6vtro8,irmyyqjbsm.jpg,「おじゃる丸！今日こそ尺を返してもらうよ！」,1
rlvq6aclq,6jqrqjox4f.jpg,なぁ、今ドラゴンボールごっこしてるんだけど、お前フリーザやってくんね？ちなみに俺がドドリア。後ろの二人はヤムチャAとB。,0
918ot2qno,kkqfql7l7v.jpg,前の選手がハードル背負って走ってるのでなかなか抜けない,1
eu94yd3fn,xqmnplblok.jpg,平たい顔族ならぬ、みどりい顔族。 しかし、遺伝子的に孫は大丈夫な様子。,0
ptvwjmra9,k0eboud3vn.jpg,ジムの中にいるポケモントレーナーの数が多い,1
tzwyjdys6,k3sum2z0ny.jpg,連日キャバクラ通いの父に母との独身時代の交換日記を見返させたら夫婦円満になった,0
z8goyllnk,ve5u9m2yqx.jpg,水戸黄門の新シリーズが未知の領域に突入した,1
ogzmszdtr,67oxitpwlt.jpg,ほら帰るぞ！この非行娘め！,1
5jv7dkoc2,galf7y1vgk.jpg,「先生すごいです！リアルなピンクの服着たババアが見えます！」「うん、それ私ね」,1
dujm2tsie,hsc570hmuf.jpg,『ホンマにもう俺ら・・・終わりなんかな』振り返った彼女の表情すら、涙でちゃんと見えやしない・・・。,0
xkxe0bbrc,p0xfjnponm.jpg,例えば俺んちの冷蔵庫の幅がこれくらいだとするじゃない...,0
edfynnf91,zaoyayeyf5.jpg,「ほーら堺さかーい」『キャッキャッ!大阪の政令指定都市キャッキャッ』,1
n3qh149bw,5w9dta2cby.jpg,嫁とのバカンス中に彼女に『今日は会議で中々連絡出来なくてゴメンネ♡』とメールしたら直接返事がきた。,1
6ydsqolyq,u9sjrbgpay.jpg,万華鏡のぞいたら小さなおじさんがいた,1
bd4qao14u,btrxcxx7f5.jpg,屋根もエアコンもない、これ買うのやめときません？,0
yomhvjjdc,8inq2nodn0.jpg,教祖様とのシンクロが極まって身体に異変が起こり始めている手前の女性。,0
e0exqiraw,fcy8qjmyux.jpg,「これ試食していいの？」『どうぞ！』（ｶﾞﾌﾞｯ）「美味しい！どこのスイカなんだい？」『武漢です！』,0
zj7lwwqtf,885bfyx5ei.jpg,防御が高くてHPが低いタイプの敵,1
8ciy7mcpv,kt6vdsfp4a.jpg,ポリンキーの三角形の秘密に迫ろうとしたが、これ以上はヤバそうなので止めておく,1
mxllx759l,u7u22pcw4l.jpg,判決…／無…／期懲役！,1
isfez35ys,yyioexamlu.jpg,堕ろすって選択もアリだと思うんだ‥,0
rnbdfvko8,hc0qo29wev.jpg,少し前を歩いていた隊長が奇声を発した後から姿が見えなくなった,1
bzvt084lm,s5e2rsqj7k.jpg,敵の数はコナンの犯人が６人、マツコデラックスが４人か…,1
so9synnnw,gd0yziwwha.jpg,えぇー…俺、プールで遊んでたよね？何で無人島？……,0
iwqvey77a,gy4cpiwwc2.jpg,マリオからお歳暮が届いた,0
sslm0qq1z,ezbvhhoocv.jpg,「熊が出たぞーーっ！」さすがはUSJね。TDLじゃこうはならないわ。,1
9kpuz1pdn,s9ui5lv1ck.jpg,7回裏の金足農応援団,0
wdjoj64bc,wjd6rbv8nv.jpg,きゃりーぱみゅぱみゅ(58),1
vpbfymtsd,qrwyzrszrt.jpg,それでも校長が挨拶をやめない,1
cf8an5z4m,cxiqvso9ys.jpg,パトラッシュとネロがなかなか逝かない,1
rrmuezn2u,c5rbtuffig.jpg,ユニコーンを丸呑みしてみたが最後の角がキツイ,1
whwj16jqa,ngu7t8nnqx.jpg,もう少しでニラが取れそう,0
q3savspjx,eu7ovtiqzb.jpg,センチメンタル,0
jcxfbueck,3ztmx32mue.jpg,調子乗っちゃって,0
hl24hpqtc,rylbyvjdwz.jpg,お買い上げ寸前の客がレジ横の孫の書いた落書きを買っていった。,0
fzhu3nxo2,d0btfqljvu.jpg,ねぇ、さっき貸してくれた歯磨き粉、本当にただの歯磨き粉？,1
1jandzfws,xyin0v4un5.jpg,合コンで肉食系の女性に持ち帰られる肉,0
v0dihwrdq,krvquvldks.jpg,でも大統領、その時間は午後のお昼寝の予約入ってませんか？,1
qolzbgsob,etxhsu3vri.jpg,え⁉︎マジで俺の事見えてないの⁇,0
2z1npvazk,sx4k0cp9lm.jpg,ふざけてたら先生が来たことに気づいた3人,1
knszmri4y,dypiavxy1l.jpg,校長の話がピアノソロに突入した,1
8luxptp2x,b674a867qj.jpg,マイク細いから喋らないもん！,0
xeu34difl,kp5bhomdn5.jpg,ムラムラしてきた,1
9daan8dq5,wq9pyhmztq.jpg,主人のお見合いについて来たけどあれは無いわ。,0
tis99eo4z,grtqjnbbge.jpg,けっこう、おおきいのかな？,0
wvx28bcb4,njvifwmdca.jpg,諸々のコンプライアンスの結果75人目のライダーは怪人とレースで決着をつける形に,0
4f8xh6gij,ir4sbvjcbe.jpg,住む所なかったスーモ,1
8upf3zuxb,hzkdzzioxc.jpg,昨日見たエドはるみが脳裏をよぎる,0
bwsatdpph,wqmqp5gbgi.jpg,巫女さんが小学生をカツアゲしてた,0
99hpxorcy,ioc9h8bpsj.jpg,女の子は父親に似るらしい,0
qge4uyw3x,e7ptgnhsaf.jpg,国境をまたぐイメトレ中,0
2tuhs7pho,wznhveoeu1.jpg,巨大な鷹が来る,0
qggad8rye,qagklsp6tf.jpg,犬が投げたボールを取ってくる,1
fxuw9ggmw,gep6qcqrb3.jpg,新人バイトがどうみてもあっちの筋の客にここは禁煙だと言って吸ってたタバコを取り上げ、おでこでもみ消してる,1
e5iuz5bob,h6rqlipryo.jpg,100年後、全員が人工知能体になってもまだメンバーが一緒な笑点,1
62xyo8sho,qpurzpxxdm.jpg,お題に対する評価も出来ればいいのに,0
x7oiwogqt,qv1sxnqw2b.jpg,銃で撃たれた先輩が「救急車が到着するまであと何分だ！」と聞いてきたけど、キティちゃんの時計が恥ずかしいので教えない,1
zvcmsh2c5,u7sjowgoe1.jpg,「鷲かな?鷹かな?クイズ」第1問目,0
rz8myt5v5,yzezy23apn.jpg,落書き小僧がジョブチェンジして一晩で仕上げた。      …いいじゃん,0
7hqxhkgvz,2wm97k2jna.jpg,バレないように、音を立てずに柿の種を食う,1
6rpbu2xj1,g9mufaie9v.jpg,ラスボスが娘,1
uscmscoa2,hunx3i2smf.jpg,ついに国を完成させたTOKIO,1
r9pnegbws,hqcvrqturx.jpg,落ちてきた天井を支え、「くっ！ここは俺に任せろ、なぁに後で追い付くさ。帰ったら一杯おごれよな」ごっこ,1
jm2ugahp6,wuboj3nbv8.jpg,妻が浮気相手と使ってるものを寝室に持ってきた,0
airpniw97,lvhxc2dmum.jpg,何度離れて座っても近寄ってくるので、もうホームの端っこだ。,0
yhh37eiuv,s9nnposuic.jpg,見える！私にも見えるぞ！！,0
fyqevzesa,kv746os0tc.jpg,「1位おめでとう！君にはこの景品を……あーげない！」「ガビーン！」,0
ctvky34xp,wma1lrnvz3.jpg,ファミレス行ったら店員が『真ん中のお客様。鎌を持っての入店はお断りしております』って言い出した        ,1
rquaivitr,yexk7jmi1k.jpg,なぜか毎年一本ずつ減ってる,1
p1in2qqbf,zuprftanzr.jpg,合わせ味噌,0
fshruryyg,8fqbahgoji.jpg,よく見たら犬だった,0
r9py1w3uo,7pzochzg4v.jpg,どこにも出口がない,0
v8cuuq7zt,e0uxqytznd.jpg,ばっかも〜ん！そいつがルパンだ！,1
459alfdyd,60euwrqh4b.jpg,AKB48 シングル38th「つゆどきチェーンソー」5.25発売,0
hi6ru1qr9,rebr4lopt5.jpg,現地のガイドが10分に1回のペースで「ヒグマの気配がする。奥さんの外したてブラを囮にして逃げましょう」と提案してくる,1
3csmlzymy,qjqj7saetg.jpg,部長！この奥さん3本は  余裕で入るそうですー,0
sfmypb6hs,rqntiuhije.jpg,敵軍「だ〜るまさんが〜〜」,0
t3plbfq2y,drvtd5mjx4.jpg,ポリゼイ…正直何ごっこかわからない。,0
gmzwynxud,6btqhivgqf.jpg,三秒で挨拶を終えた校長が生徒に称えられた,1
bjodk1qdl,vhexrr4owt.jpg,「クイズ42問目！俺はこのポーズが好き◯か✖️か」『◯』「ピンポーン！』『もうやめようぜ人の家のチャイム正解音に使うの』,1
wxv30xdrt,casotlq2h9.jpg,食えなかった分はあそこの埋め立てに使おう。,1
dsws86dfs,v1yqykrmah.jpg,ササササササボロー！Yo!Yo!Yo!ササササササボロー！Yo!Yo!,0
k5a6pvrbp,v1lduof2xm.jpg,夜勤明けのお母さんが「ちょっと待ってね～。今ご飯よそうからね～。」と言いながら眠りについた,1
yuk5u1yeg,a7ug9773uq.jpg,みんなの前で叩いてゴメンな,1
kkru6esiz,6k23ufk2uu.jpg,Siriを起動すると必ず「あなたのニオイ 歯槽膿漏ですね」と音声が流れ、近所の口腔外科一覧が出る。,1
wdrjfpspi,x8q8tywrd8.jpg,『てっきり還付金くれるかと思っていたらパンプキンでな』「で、もらってきた…と」『うんそーだよぉ』,1
izvixuzqb,rpwj8ia69o.jpg,「『この戦場から帰ったら、結婚するんだ！』とか言ってたらしいな？妻子持ちのお前が誰と結婚する気だったんだ？ん？」,1
okg73mi3h,kodtoeahmx.jpg,うーん、今日のトップスはこれにしよっかな。ってやだっ、バーベルじゃないの！,0
7gnbyq6ga,btnkjlpu9m.jpg,顔がめり込むほど前の奴が背もたれ倒してくる。,1
gsa5wa7py,ifts6vpv0v.jpg,サバゲーだと頼もしい経理課長,0
sa3oygkni,eusx2dqjmc.jpg,これはクリリンのぶん！,0
oeec81q39,zg34qrk456.jpg,暇ね…。あそこの山のプロフィールでも考えようかしら。山美。28才。性格、どっしり。好きなタイプ、活火山。,1
usouddkdj,k0zzen7866.jpg,消臭力の中身,0
fgevizyll,i24iiilxkl.jpg,ヅラ装着初日,1
5qvewbtfc,b85fcgd0ca.jpg,（あれ…花見会場ってここじゃなかったっけ…？）,0
fq5qbts54,6efjwhb4oy.jpg,7年前のとんがりコーン,0
udeacxlm0,vphxjyh8dd.jpg,iPhone Xに、どの顔で登録したか分からなくなった,1
9qtnd1zbf,ghtsfvukaf.jpg,Gacktが違う方を選んだ,0
ouurvncd1,gxsox7ij5t.jpg,本当に、そのボケでいいの？,0
iqst17vgs,67njwitmj6.jpg,仏の顔も１万回突破記念,1
zivktf2fv,9dsouvk52s.jpg,息子が三輪車を車にコツンと当ててしまったので謝ろうとしたら持ち主が首の痛みを訴えながら降りてきた,1
gbx8wvd3m,lsp1yswcv9.jpg,僕のおじいちゃんはマッハ50です。,0
1gsaknh4o,tcdoi3yprr.jpg,「怖い話をする時はまず雰囲気作りからね。じゃあまずあなたのスマホのロックを解除した話から始めるわね」,0
rt7kptmf9,kc82ropyln.jpg,はやまるな！そやつは、はるな愛だ！,0
oitff4k9t,wknzhyt3e0.jpg,おばあさん？知ってます赤いずきんの子と住んでて仲良く手をつないで買い物行くのも何回か見かけましたまさか信じられないです,1
fze4kfdwi,wyllfjiwcv.jpg,親バカ満載のスマホの待ち受け,0
kp1z5c35n,7wtatb9i4j.jpg,柴田理恵｢変装がばれた｣,1
aei9sl8kb,80dujrdhe1.jpg,日に当たると骨になる,0
yhqi5lvu3,zpdgux3hoq.jpg,三十二の瞳,0
iiqri758c,cb3rsnkimu.jpg,校長の頭よりもやけにデカい壁の時計が気になる,1
bc5gr4w9w,fhsusyanhs.jpg,金のエンゼルの箱に入れるエリートチョコボーラー達,1
f5qy3eoqs,bjzsefpgfn.jpg,私キレイ？って聞いたら「微妙。」と言われた。,0
1thvpbkcb,nqxes13o0y.jpg,あまいな。フライドポテトは野菜だぜ！,1
tvroamhcz,w9ot0t4vm6.jpg,この後トイレにリバース,0
razcmwcg4,dtazpfv4bw.jpg,…でもその本マグロお高いんでしょ？,0
eb2dddxv0,hsylsnjwdn.jpg,鳥さんへ  羽むしってごめんね。あと、ごちそうさまでした。 猫より,1
57p9aa18f,qfmpgsrxtj.jpg,くっそ！プリン食ったぐらいでどこまで追っかけてくるんだ！,1
rat6yt9vx,a0k9k8iygm.jpg,奥さんはね、大木さんて言うんだほんとはね。だけどちっちゃいから自分の事小木さんって言うんだよ。腰振るんだね、岡田。,0
2yzj7jb2l,1ogwbikadz.jpg,博物館で道に迷っていたら 見学の集団が来たので、しばらく風景に溶け込んで やり過ごす。,1
iamiraw9z,xlpxziy3pm.jpg,台風が陽気な感じで上陸,1
8buyjcv8y,47wfycv7br.jpg,パパは何で洗濯機に放り込まれたの？「朝帰りだ！お前は？」おねしょ！「さぁ最後の脱水だ！耐え抜くぞ！」おー！,1
fci1svsz5,xdsdnrzrsb.jpg,SONYの社会見学にWii U持って来た奴がいた,1
wvqdg1m5j,acj1gfmhrj.jpg,「最後に言わせてくれ、皆の意見を聞いていて気付いたことがある、それは俺が出席する会議は隣の会議室だったと言うことだ」 ,1
zdg7uug4n,tdzbeyqepo.jpg,どうすか芭蕉さん､なんか浮かびました？,0
qhsl2zgbp,xw5zobs5iz.jpg,ゴールに「-１ポイント」って書いてある,1
jqtnihkx1,y79y29szwy.jpg,アムウェイ,0
pjr018ztx,omzxdksbkx.jpg,彼女と結婚したら こいつら全員養うことになった,1
jb8ntx8hp,4ohxk2rmky.jpg,みかんを食べようとしていたが忘れたまま一週間,0
yixmmkwkc,btmrpciidb.jpg,こんばんは、椿鬼奴です。,0
w0lhmiekc,6kevkrifc7.jpg,キムラ蛙,0
h1tfoffyj,nqmkvnezqq.jpg,内蔵さんだぞ,1
sznm29lcg,lenqy8z8pv.jpg,それではお聞きください「鼻息」,1
kj30ayomu,cnme4gjkvf.jpg,火事になり、引きこもりの息子が飛び出してきた時に初めて、部屋で羊を飼ってたことを知った,1
udptnkgf6,jaukjzkbx4.jpg,たかし、ちゃんと首までつかりなさい,1
bauhhbszd,hwhjvsbxii.jpg,毎週 バイキンマンの落下地点を確認するバイト,1
utascrqsn,0w8woi9ixm.jpg,"広末涼子の吸い殻をやくみつるに売り付けようとするバイヤー
",0
